id;Наименование продукта
1278;Фарш, говядина, 95% мясо, 5% жир, сырой
1279;Фарш, говядина, грубого помола, замороженный, приготовленный, USDA Commodity
1280;Фарш, говядина, грубого помола, замороженный, сырой, USDA Commodity
1281;Фарш, говядина, пастбищная, сырой
1282;Шея, для тушения, говядина, мясо и жир, всех сортов, сырая
1283;Шея, для тушения, говядина, мясо и жир, всех сортов, тушеная
1284;Шея, для тушения, говядина, мясо и жир, отборная, сырая
1285;Шея, для тушения, говядина, мясо и жир, отборная, тушеная
1286;Шея, для тушения, говядина, мясо и жир, первый сорт, сырая
1287;Шея, для тушения, говядина, мясо и жир, первый сорт, тушеная
1288;Шницель, рубленый, говядина, по 1-442
1289;Шорт рибс, краевая покромка, без костей, говядина, мясо и жир, обрезь до 0'' жира, всех сортов, сырая
1290;Шорт рибс, краевая покромка, без костей, говядина, мясо и жир, обрезь до 0'' жира, всех сортов, тушеная
1291;Шорт рибс, краевая покромка, без костей, говядина, мясо и жир, обрезь до 0'' жира, отборная, сырая
1292;Шорт рибс, краевая покромка, без костей, говядина, мясо и жир, обрезь до 0'' жира, отборная, тушеная
1293;Шорт рибс, краевая покромка, без костей, говядина, мясо и жир, обрезь до 0'' жира, первый сорт, сырая
1294;Шорт рибс, краевая покромка, без костей, говядина, мясо и жир, обрезь до 0'' жира, первый сорт, тушеная
1295;Шорт рибс, краевая покромка, без костей, говядина, только мясо, обрезь до 0'' жира, всех сортов, сырая
1296;Шорт рибс, краевая покромка, без костей, говядина, только мясо, обрезь до 0'' жира, всех сортов, тушеная
1297;Шорт рибс, краевая покромка, без костей, говядина, только мясо, обрезь до 0'' жира, отборная, сырая
1298;Шорт рибс, краевая покромка, без костей, говядина, только мясо, обрезь до 0'' жира, отборная, тушеная
1299;Шорт рибс, краевая покромка, без костей, говядина, только мясо, обрезь до 0'' жира, первый сорт, сырая
1300;Шорт рибс, краевая покромка, без костей, говядина, только мясо, обрезь до 0'' жира, первый сорт, тушеная
1301;Щуп, говядина, мясо и жир, обрезь до 0'' жира, всех сортов, жаренный
1302;Щуп, говядина, мясо и жир, обрезь до 0'' жира, отборная, жаренный
1303;Щуп, говядина, мясо и жир, обрезь до 0'' жира, первый сорт, жаренный
1304;Щуп, говядина, мясо и жир, обрезь до 1/8'' жира, всех сортов, жаренный
1305;Щуп, говядина, мясо и жир, обрезь до 1/8'' жира, всех сортов, сырой
1306;Щуп, говядина, мясо и жир, обрезь до 1/8'' жира, отборная, жаренный
1307;Щуп, говядина, мясо и жир, обрезь до 1/8'' жира, отборная, сырой
1308;Щуп, говядина, мясо и жир, обрезь до 1/8'' жира, первый сорт, жаренный
1309;Щуп, говядина, мясо и жир, обрезь до 1/8'' жира, первый сорт, сырой
1310;Щуп, говядина, только мясо, обрезь до 0'' жира, всех сортов, жаренный
1311;Щуп, говядина, только мясо, обрезь до 0'' жира, отборная, жаренный
1312;Щуп, говядина, только мясо, обрезь до 0'' жира, первый сорт, жаренный
1313;Щуп, говядина, только мясо, обрезь до 1/8'' жира, всех сортов, жаренный
1314;Щуп, говядина, только мясо, обрезь до 1/8'' жира, всех сортов, сырой
1315;Щуп, говядина, только мясо, обрезь до 1/8'' жира, отборная, жаренный
1316;Щуп, говядина, только мясо, обрезь до 1/8'' жира, отборная, сырой
1317;Щуп, говядина, только мясо, обрезь до 1/8'' жира, первый сорт, сырой
1318;Язык, говядина
1319;Язык, говядина, готов. на медленном огне
1320;Язык, говядина, отварной, по 1-394
1321;Язык, говядина, сырой
1322;Язык, говяжий, в желе, консерв.
1323;Babyfood, juice treats, fruit medley, toddler
1324;Babyfood, juice, apple - cherry
1325;Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed, with iron and fiber (formerly ROSS)
1326;Child formula, MEAD JOHNSON, PORTAGEN, with iron, powder, not reconstituted
1327;Child formula, MEAD JOHNSON, PORTAGEN, with iron, prepared from powder
1328;Child formula, ROSS, PEDIASURE, ready-to-feed
1329;Fluid replacement, electrolyte solution (include PEDIALYTE)
1330;Gerber graduates Fruit Strips Real Fruit Bars
1331;Infant formula, ABBOTT NUTRITION, ALIMENTUM ADVANCE, with iron, powder, not reconstituted, with DHA and ARA (formerly ROSS)
1332;Infant Formula, MEAD JOHNSON, ENFAMIL GENTLEASE LIPIL, with iron, prepared from powder
1333;Infant formula, NESTLE, GOOD START SOY, with DHA and ARA, liquid concentrate
1334;Infant formula, NESTLE, GOOD START SOY, with DHA AND ARA, powder
1335;Infant formula, NESTLE, GOOD START SOY, with DHA and ARA, ready-to-feed
1336;Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, prepared from liquid concentrate
1337;Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, ready-to-feed
1338;MEAD JOHNSON, ENFAMIL LIPIL, с железом, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1339;MEAD JOHNSON, ENFAMIL, AR LIPIL, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1340;MEAD JOHNSON, ENFAMIL, AR LIPIL, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1341;MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1342;MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1343;MEAD JOHNSON, ENFAMIL, LACTOFREE, LIPIL, с железом, жидкий концентрат, невосстановленный, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1344;MEAD JOHNSON, ENFAMIL, LACTOFREE, готовый к употреблению, Заменитель грудного молока
1345;MEAD JOHNSON, ENFAMIL, LIPIL, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1346;MEAD JOHNSON, ENFAMIL, LIPIL, с железом, жидкий концентрат, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1347;MEAD JOHNSON, ENFAMIL, LIPIL, с железом, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1348;MEAD JOHNSON, ENFAMIL, LIPIL, с низким содерж. железа, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1349;MEAD JOHNSON, ENFAMIL, LIPIL, с низким содерж. железа, жидкий концентрат, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1350;MEAD JOHNSON, ENFAMIL, LIPIL, с низким содерж. железа, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1351;MEAD JOHNSON, ENFAMIL, NUTRAMIGEN LIPIL, с железом, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1352;MEAD JOHNSON, ENFAMIL, NUTRAMIGEN LIPIL, с железом, порошок, невосстановленный, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1353;MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, LIPIL, с железом, жидкий концентрат, невосстановленный, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1354;MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, с железом, готовый к употреблению, Заменитель грудного молока
1355;MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, с железом, жидкий концентрат, невосстановленный, Заменитель грудного молока
1356;MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, с железом, порошок, невосстановленный, Заменитель грудного молока
1357;MEAD JOHNSON, ENFAMIL, PROSOBEE LIPIL, с железом, невосстановленный, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1358;MEAD JOHNSON, ENFAMIL, PROSOBEE, LIPIL, жидкий концентрат, невосстановленный, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1359;MEAD JOHNSON, ENFAMIL, PROSOBEE, с железом, порошок, невосстановленный, Заменитель грудного молока
1360;MEAD JOHNSON, ENFAMIL, с железом, готовый к употреблению, Заменитель грудного молока
1361;MEAD JOHNSON, ENFAMIL, с железом, жидкий концентрат, невосстановленный, Заменитель грудного молока
1362;MEAD JOHNSON, ENFAMIL, с железом, порошок, Заменитель грудного молока
1363;MEAD JOHNSON, ENFAMIL, с низким содерж. железа, готовый к употреблению, Заменитель грудного молока
1364;MEAD JOHNSON, ENFAMIL, с низким содерж. железа, жидкий концентрат, невосстановленный, Заменитель грудного молока
1365;MEAD JOHNSON, ENFAMIL, с низким содерж. железа, жидкий концентрат, невосстановленный, Заменитель грудного молока
1366;MEAD JOHNSON, LACTOFREE LIPIL, с железом, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1367;MEAD JOHNSON, LACTOFREE, с железом, жидкий концентрат, невосстановленный, Заменитель грудного молока
1368;MEAD JOHNSON, LACTOFREE, с железом, порошок, невосстановленный, Заменитель грудного молока
1369;MEAD JOHNSON, NEXT STEP PROSOBEE, порошок, невосстановленный, Заменитель грудного молока
1370;MEAD JOHNSON, NEXT STEP, PROSOBEE LIPIL, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1371;MEAD JOHNSON, NEXT STEP, PROSOBEE, LIPIL, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1372;MEAD JOHNSON, PREGESTIMIL, с железом, невосстановленный, Заменитель грудного молока
1373;MEAD JOHNSON, PREGESTIMIL, с железом, приготовленный из порошка, Заменитель грудного молока
1374;MEAD JOHNSON, PROSOBEE LIPIL, с железом, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1375;MEAD JOHNSON, PROSOBEE, с железом, готовый к употреблению, Заменитель грудного молока
1376;MEAD JOHNSON, PROSOBEE, с железом, жидкий концентрат, невосстановленный, Заменитель грудного молока
1377;MEAD JOHNSON,NEXT STEP PROSOBEE, приготовленный из порошка, Заменитель грудного молока
1378;NESTLE (Нестле), GOOD START 2 ESSENTIALS, с железом, готовый к употреблению, Заменитель грудного молока
1379;NESTLE (Нестле), GOOD START 2 ESSENTIALS, с железом, жидкий концентрат, невосстановленный, Заменитель грудного молока
1380;NESTLE (Нестле), GOOD START SUPREME, с железом, готовый к употреблению, Заменитель грудного молока
1381;NESTLE (Нестле), GOOD START SUPREME, с железом, жидкий концентрат, невосстановленный, Заменитель грудного молока
1382;NESTLE (Нестле), GOOD START SUPREME, с железом, порошок, Заменитель грудного молока
1383;NESTLE, GOOD START 2 ESSENTIALS, с железом, порошок, Заменитель грудного молока
1384;NESTLE, GOOD START ESSENTIALS соя, с железом, порошок, Заменитель грудного молока
1385;NESTLE, GOOD START ESSENTIALS, соя, с железом, жидкий концентрат, невосстановленный, Заменитель грудного молока
1386;NESTLE,GOOD START ESSENTIALS SOY, с железом, готовый к употреблению, Заменитель грудного молока
1387;PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, готовый к употреблению (ранее WYETH-AYERST), Заменитель грудного молока
1388;PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, жидкий концентрат, невосстановленный (ранее WYETH-AYERST), Заменитель грудного молока
1389;PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, порошок, (ранее WYETH-AYERST), Заменитель грудного молока
1390;PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, соя, готовый к употреблению, (ранее WYETH-AYERST), Заменитель грудного молока
1391;PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, соя, жидкий концентрат, (ранее WYETH-AYERST), Заменитель грудного молока
1392;PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, соя, порошок, (ранее WYETH-AYERST), Заменитель грудного молока
1393;PBM PRODUCTS, бренд-стор, готовый к употреблению (ранее WYETH-AYERST), Заменитель грудного молока
1394;PBM PRODUCTS, бренд-стор, жидкий концентрат, невосстановленный (ранее WYETH-AYERST), Заменитель грудного молока
1395;PBM PRODUCTS, бренд-стор, порошок, (ранее WYETH-AYERST), Заменитель грудного молока
1396;PBM PRODUCTS, бренд-стор, соя, готовый к употреблению, (ранее WYETH-AYERST), Заменитель грудного молока
1397;PBM PRODUCTS, бренд-стор, соя, жидкий концентрат, невосстановленный (ранее WYETH-AYERST), Заменитель грудного молока
1398;PBM PRODUCTS, бренд-стор, соя, порошок, (ранее WYETH-AYERST), Заменитель грудного молока
1399;ROSS, SIMILAC LACTOSE FREE ADVANCE, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1400;ROSS, SIMILAC LACTOSE FREE ADVANCE, жидкий концентрат, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1401;ROSS, SIMILAC LACTOSE FREE ADVANCE, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1402;ROSS, SIMILAC NATURAL CARE, ADVANCE, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1403;ROSS, SIMILAC NEOSURE ADVANCE, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1404;ROSS, SIMILAC NEOSURE ADVANCE, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1405;ROSS, SIMILAC PM 60/40, порошок, невосстановленный, Заменитель грудного молока
1406;ROSS, SIMILAC SPECIAL CARE ADVANCE 24, с железом, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1407;ROSS, SIMILAC, ADVANCE, с железом, готовый к употреблению, Заменитель грудного молока
1408;ROSS, SIMILAC, ADVANCE, с железом, жидкий концентрат, невосстановленный, Заменитель грудного молока
1409;ROSS, SIMILAC, ADVANCE, с железом, порошок, невосстановленный, Заменитель грудного молока
1410;ROSS, SIMILAC, ALIMENTUM, ADVANCE, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1411;ROSS, SIMILAC, ALIMENTUM, с железом, готовый к употреблению, Заменитель грудного молока
1412;ROSS, SIMILAC, ISOMIL, ADVANCE с железом, готовый к употреблению, Заменитель грудного молока
1413;ROSS, SIMILAC, ISOMIL, ADVANCE с железом, жидкий концентрат, Заменитель грудного молока
1414;ROSS, SIMILAC, ISOMIL, ADVANCE с железом, порошок, невосстановленный, Заменитель грудного молока
1415;ROSS, SIMILAC, ISOMIL, с железом, готовый к употреблению, Заменитель грудного молока
1416;ROSS, SIMILAC, ISOMIL, с железом, жидкий концентрат, Заменитель грудного молока
1417;ROSS, SIMILAC, ISOMIL, с железом, порошок, невосстановленный, Заменитель грудного молока
1418;ROSS, SIMILAC, с железом, готовый к употреблению, Заменитель грудного молока
1419;ROSS, SIMILAC, с железом, жидкий концентрат, невосстановленный, Заменитель грудного молока
1420;ROSS, SIMILAC, с железом, порошок, невосстановленный, Заменитель грудного молока
1421;ROSS, SIMILAC, с низким содерж. железа, готовый к употреблению, Заменитель грудного молока
1422;ROSS, SIMILAC, с низким содерж. железа, жидкий концентрат, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота, Заменитель грудного молока
1423;ROSS, SIMILAC, с низким содерж. железа, порошок, невосстановленный, Заменитель грудного молока
1424;Детское питание, Банан, без тапиоки, пюре
1425;Детское питание, Вишневый коблер ( фруктовый пирог с толстой верхней коркой), для малышариков
1426;Детское питание, Горошек и коричневый рис
1427;Детское питание, Горошек, кубики?, для детей, начинающих ходить
1428;Детское питание, Груши, кубики, для детей, начинающих ходить
1429;Детское питание, Десерт, банан с яблоком, пюре
1430;Детское питание, Десерт, банановый йогурт, пюре
1431;Детское питание, Десерт, банановый пудинг, пюре
1432;Детское питание, Десерт, вишневый пудинг, с ванилью, для малышариков
1433;Детское питание, Десерт, вишневый пудинг, с ванилью, пюре
1434;Детское питание, Десерт, голландские яблоки, для малышариков
1435;Детское питание, Десерт, голландские яблоки, пюре
1436;Детское питание, Десерт, заварной крем, ванильный, для малышариков
1437;Детское питание, Десерт, заварной крем, ванильный, пюре
1438;Детское питание, Десерт, персиковый йогурт
1439;Детское питание, Десерт, персиковый коблер (фруктовый пирог с толстой верхней коркой), для малышариков
1440;Детское питание, Десерт, персиковый коблер (фруктовый пирог с толстой верхней коркой), пюре
1441;Детское питание, Десерт, тропические фрукты, для малышариков
1442;Детское питание, Десерт, фруктовый пудинг, ананас, пюре
1443;Детское питание, Десерт, фруктовый пудинг, апельсиновый, пюре
1444;Детское питание, Десерт, фруктовый, без доб. аскорбиновой кислоты, для малышариков
1445;Детское питание, Десерт, фруктовый, без доб. аскорбиновой кислоты, пюре
1446;Детское питание, Десерт, черничный йогурт, пюре
1447;Детское питание, Йогурт, цельное молоко, с фруктами, со злаками, с доб. DHA-Докозагексаеновая кислота
1448;Детское питание, Йогурт, цельное молоко, с фруктами, со злаками, с доб. железа
1449;Детское питание, Картофельное пюре, чеддер и брокколи, для детей, начинающих ходить
1450;Детское питание, Картошка, для детей, начинающих ходить
1451;Детское питание, Каша, бекон с яичными желтками, для малышариков
1452;Детское питание, Каша, коричневый рис, сухая, быстрого приготовления
1453;Детское питание, Каша, овсяная, приготовленная на цельном молоке
1454;Детское питание, Каша, овсяная, с бананом, приготовленная на цельном молоке
1455;Детское питание, Каша, овсяная, с бананом, сухая
1456;Детское питание, Каша, овсяная, с медом, приготовленная на цельном молоке
1457;Детское питание, Каша, овсяная, с медом, сухая
1458;Детское питание, Каша, овсяная, сухая
1459;Детское питание, Каша, овсянка, яблочное пюре с бананами, для малышариков
1460;Детское питание, Каша, овсянка, яблочное пюре с бананами, пюре
1461;Детское питание, Каша, рис, яблочное пюре с бананами, пюре
1462;Детское питание, Каша, рисовая, приготовленная на цельном молоке
1463;Детское питание, Каша, рисовая, с бананом, приготовленная на цельном молоке
1464;Детское питание, Каша, рисовая, с бананом, сухая
1465;Детское питание, Каша, рисовая, с медом, приготовленная на цельном молоке
1466;Детское питание, Каша, рисовая, сухая
1467;Детское питание, Каша, с высоким содерж. белка, приготовленная на цельном молоке
1468;Детское питание, Каша, с высоким содерж. белка, с яблоком и апельсином, приготовленная на цельном молоке
1469;Детское питание, Каша, с высоким содерж. белка, с яблоком и апельсином, сухая
1470;Детское питание, Каша, с яичными желтками, для малышариков
1471;Детское питание, Каша, с яичными желтками, пюре
1472;Детское питание, Каша, с яйцами, пюре
1473;Детское питание, Каша, смесь, приготовленная на цельном молоке
1474;Детское питание, Каша, смесь, с бананом, приготовленная на цельном молоке
1475;Детское питание, Каша, смесь, с бананом, сухая
1476;Детское питание, Каша, смесь, с медом, приготовленная на цельном молоке
1477;Детское питание, Каша, смесь, сухая
1478;Детское питание, Каша, смесь, яблочное пюре с бананами, для малышариков
1479;Детское питание, Каша, смесь, яблочное пюре с бананами, пюре
1480;Детское питание, Каша, цельная пшеница, с яблоками, сухая
1481;Детское питание, Каша, ячменная, приготовленная на цельном молоке
1482;Детское питание, Каша, ячменная, сухая
1483;Детское питание, Крекеры, овощные
1484;Детское питание, Крендельки
1485;Детское питание, Кукуруза и сладкий картофель (батат), пюре
1486;Детское питание, Морковка с говядиной, пюре
1487;Детское питание, Морковка, для детей, начинающих ходить
1488;Детское питание, Мясо, ветчина, для малышариков
1489;Детское питание, Мясо, ветчина, пюре
1490;Детское питание, Мясо, говядина с овощами, для детей, начинающих ходить
1491;Детское питание, Мясо, говядина, для малышариков
1492;Детское питание, Мясо, говядина, пюре
1493;Детское питание, Мясо, индейки, для малышариков
1494;Детское питание, Мясо, индейки, пюре
1495;Детское питание, Мясо, куриные палочки, для малышариков
1496;Детское питание, Мясо, мясные палочки, для малышариков
1497;Детское питание, Мясо, палочки из индейки, для малышариков
1498;Детское питание, Мясо, свинины, пюре
1499;Детское питание, Мясо, телятина, пюре
1500;Детское питание, Мясо, цыпленок, для малышариков
1501;Детское питание, Мясо, цыпленок, пюре
1502;Детское питание, Мясо, ягненка, для малышариков
1503;Детское питание, Мясо, ягненка, пюре
1504;Детское питание, Обед, говядина с овощами
1505;Детское питание, Обед, говядина с рисом, для детей, начинающих ходить
1506;Детское питание, Обед, говядина, лазанья, для детей, начинающих ходить
1507;Детское питание, Обед, индейка с овощами, для детей, начинающих ходить
1508;Детское питание, Обед, индейка с овощами, для малышариков
1509;Детское питание, Обед, индейка с овощами, пюре
1510;Детское питание, Обед, индейка с рисом и овощами, для детей, начинающих ходить
1511;Детское питание, Обед, индейка с рисом, для малышариков
1512;Детское питание, Обед, индейка с рисом, пюре
1513;Детское питание, Обед, картофель, с сыром и ветчиной, для детей, начинающих ходить
1514;Детское питание, Обед, куриный суп, пюре
1515;Детское питание, Обед, курица с рисом
1516;Детское питание, Обед, лапша с говядиной, для детей, раннего возраста
1517;Детское питание, Обед, лапша с говядиной, пюре
1518;Детское питание, Обед, лапша с курицей и овощами, для детей, от 1 года и старше
1519;Детское питание, Обед, лапша с курицей, для малышариков
1520;Детское питание, Обед, лапша с курицей, пюре
1521;Детское питание, Обед, макароны с помидорами и говядиной, для малышариков
1522;Детское питание, Обед, макароны с помидорами и говядиной, пюре
1523;Детское питание, Обед, макароны с сыром, для детей, начинающих ходить
1524;Детское питание, Обед, макароны с сыром, для малышариков
1525;Детское питание, Обед, макароны с сыром, пюре
1526;Детское питание, Обед, макароны, говядина в томатном соусе, для детей, начинающих ходить
1527;Детское питание, Обед, овощи с беконом, пюре
1528;Детское питание, Обед, овощи с ветчиной, для малышариков
1529;Детское питание, Обед, овощи с ветчиной, пюре
1530;Детское питание, Обед, овощи с говядиной, для малышариков
1531;Детское питание, Обед, овощи с говядиной, пюре
1532;Детское питание, Обед, овощи с клецками и говядиной, для малышариков
1533;Детское питание, Обед, овощи с клецками и говядиной, пюре
1534;Детское питание, Обед, овощи с лапшой и индейкой, для малышариков
1535;Детское питание, Обед, овощи с лапшой и индейкой, пюре
1536;Детское питание, Обед, овощи с мясом ягненка, для малышариков
1537;Детское питание, Обед, овощи с мясом ягненка, пюре
1538;Детское питание, Обед, овощи, лапша с курицей, для малышариков
1539;Детское питание, Обед, овощи, лапша с курицей, пюре
1540;Детское питание, Обед, паста (макаронные изделия), с овощами
1541;Детское питание, Обед, рагу из говядины, для детей, начинающих ходить
1542;Детское питание, Обед, рагу из цыпленка, для детей, начинающих ходить
1543;Детское питание, Обед, сладкий картофель (батат) с курицей, пюре
1544;Детское питание, Обед, смесь овощей, для малышариков
1545;Детское питание, Обед, смесь овощей, пюре
1546;Детское питание, Обед, спагетти, с мясом и помидорами (томатами), для детей, начинающих ходить
1547;Детское питание, Обед, спагетти, с мясом и помидорами (томатами), для малышариков
1548;Детское питание, Обед, цыпленок с брокколи, для малышариков
1549;Детское питание, Обед, цыпленок с овощами, для малышариков
1550;Детское питание, Обед, цыпленок с овощами, пюре
1551;Детское питание, Обогащенная злаковая плитка, с фруктовым наполнителем
1552;Детское питание, Овощи и коричневый рис, пюре
1553;Детское питание, Овощи, горошек, пюре
1554;Детское питание, Овощи, зеленая фасоль и картофель
1555;Детское питание, Овощи, зеленая фасоль, для малышариков
1556;Детское питание, Овощи, зеленая фасоль, пюре
1557;Детское питание, Овощи, кукуруза, протертая, для малышариков
1558;Детское питание, Овощи, кукуруза, протертая, пюре
1559;Детское питание, Овощи, морковь, для малышариков
1560;Детское питание, Овощи, морковь, пюре
1561;Детское питание, Овощи, мускатная тыква и кукуруза
1562;Детское питание, Овощи, овощная смесь, для малышариков
1563;Детское питание, Овощи, овощная смесь, пюре
1564;Детское питание, Овощи, с грядки, пюре
1565;Детское питание, Овощи, свекла, пюре
1566;Детское питание, Овощи, сквош (тыква или кабачок или патиссон), для малышариков
1567;Детское питание, Овощи, сквош (тыква или кабачок или патиссон), пюре
1568;Детское питание, Овощи, сладкий картофель (батат), для малышариков
1569;Детское питание, Овощи, сладкий картофель (батат), пюре
1570;Детское питание, Овощи, шпинат, протертый, пюре
1571;Детское питание, Овсянка с фруктами, сухая, быстрого приготовления, для детей, начинающих ходить
1572;Детское питание, Персики, кубики, для детей, начинающих ходить
1573;Детское питание, Печеные продукты, хлебные палочки
1574;Детское питание, Печенье
1575;Детское питание, Печенье для прорезывания зубов
1576;Детское питание, Печенье, детское, фруктовое
1577;Детское питание, Печенье, с марантой
1578;Детское питание, Равиоли, с сырной начинкой, с томатным соусом
1579;Детское питание, Рис с яблоками, сухой
1580;Детское питание, Рис, с фруктами, для малышариков
1581;Детское питание, Сливы, бананы и рис, пюре
1582;Детское питание, Смесь фруктов йогурт, пюре
1583;Детское питание, Смесь фруктовых соков с низкожирным йогуртом
1584;Детское питание, Сок банана, с маложирный йогуртом
1585;Детское питание, Сок, апельсин и виноград
1586;Детское питание, Сок, апельсиновый
1587;Детское питание, Сок, грушевый
1588;Детское питание, Сок, из апельсинов и абрикосов
1589;Детское питание, Сок, из апельсинов и ананасов
1590;Детское питание, Сок, из апельсинов и бананов
1591;Детское питание, Сок, из морковно-апельсиновый
1592;Детское питание, Сок, из чернослив и апельсина
1593;Детское питание, Сок, фруктовая смесь
1594;Детское питание, Сок, фруктовый пунш, с кальцием
1595;Детское питание, Сок, яблоко
1596;Детское питание, Сок, яблоко и персик
1597;Детское питание, Сок, яблоко и слива
1598;Детское питание, Сок, яблоко и чернослив
1599;Детское питание, Сок, яблочно, батат
1600;Детское питание, Сок, яблочно-апельсиново-банановый
1601;Детское питание, Сок, яблочно-апельсиновый
1602;Детское питание, Сок, яблочно-клюквенный
1603;Детское питание, Сок, яблочный с вишней
1604;Детское питание, Сок, яблочный, с кальцием
1605;Детское питание, Сухарики
1606;Детское питание, Фасоль зеленая, кусочки, для детей, начинающих ходить
1607;Детское питание, Фруктовый десерт, манго с тапиокой
1608;Детское питание, Фруктовый десерт, суприм
1609;Детское питание, Фрукты и овощи, яблоки и сладкий картофель (батат)
1610;Детское питание, Фрукты, абрикос с тапиокой, пюре
1611;Детское питание, Фрукты, бананы с ананасами и тапиокой, для малышариков
1612;Детское питание, Фрукты, бананы с ананасами и тапиокой, пюре
1613;Детское питание, Фрукты, бананы с тапиокой, для малышариков
1614;Детское питание, Фрукты, бананы с тапиокой, для малышариков
1615;Детское питание, Фрукты, бананы с тапиокой, пюре
1616;Детское питание, Фрукты, бананы с яблоками и грушами, пюре
1617;Детское питание, Фрукты, груши с ананасом, для малышариков
1618;Детское питание, Фрукты, груши с ананасом, пюре
1619;Детское питание, Фрукты, груши, для малышариков
1620;Детское питание, Фрукты, груши, пюре
1621;Детское питание, Фрукты, гуава с папайей и тапиокой, пюре
1622;Детское питание, Фрукты, папайя и яблочное пюре с тапиокой, пюре
1623;Детское питание, Фрукты, персики, для малышариков
1624;Детское питание, Фрукты, персики, пюре
1625;Детское питание, Фрукты, сливы с тапиокой, без аскорбиновой кислоты, для малышариков
1626;Детское питание, Фрукты, сливы с тапиокой, без аскорбиновой кислоты, пюре
1627;Детское питание, Фрукты, тутти-фрутти, для малышариков
1628;Детское питание, Фрукты, тутти-фрутти, пюре
1629;Детское питание, Фрукты, чернослив с тапиокой, без аскорбиновой кислоты, для малышариков
1630;Детское питание, Фрукты, чернослив с тапиокой, без аскорбиновой кислоты, пюре
